state,county_name,contest,office,district,candidate,party_detailed,magnitude,order
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Jamesia James Dem,US SENATE,GEORGIA-III,JAMESIA JAMES,DEMOCRAT,1,20577
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 a Wayne Johnson Rep,US SENATE,GEORGIA-III,A WAYNE JOHNSON,REPUBLICAN,1,20578
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Tamara Johnson Shealey Dem,US SENATE,GEORGIA-III,TAMARA JOHNSON SHEALEY,DEMOCRAT,1,20579
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Matt Lieberman Dem,US SENATE,GEORGIA-III,MATT LIEBERMAN,DEMOCRAT,1,20580
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Kelly Loeffler i Rep,US SENATE,GEORGIA-III,KELLY LOEFFLER,REPUBLICAN,1,20581
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Joy Felicia Slade Dem,US SENATE,GEORGIA-III,JOY FELICIA SLADE,DEMOCRAT,1,20582
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Brian Slowinski Lib,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,LIBERTARIAN,1,20583
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Valencia Stovall Ind,US SENATE,GEORGIA-III,VALENCIA STOVALL,INDEPENDENT,1,20584
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Ed Tarver Dem,US SENATE,GEORGIA-III,ED TARVER,DEMOCRAT,1,20585
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Kandiss Taylor Rep,US SENATE,GEORGIA-III,KANDISS TAYLOR,REPUBLICAN,1,20586
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Raphael Warnock Dem,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,DEMOCRAT,1,20587
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Richard Dien Winfield Dem,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,DEMOCRAT,1,20588
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Write in,US SENATE,GEORGIA-III,WRITEIN,NA,1,20589
GEORGIA,HOUSTON,Us Senate Loeffler Special Vote for 1 Rod Mack,US SENATE,GEORGIA-III,ROD MACK,NA,1,20590
GEORGIA,HOUSTON,Us House District 8 Vote for 1 Austin Scott i Rep,US HOUSE,8,AUSTIN SCOTT,REPUBLICAN,1,20599
GEORGIA,HOUSTON,Us House District 8 Vote for 1 Lindsay Holliday Dem,US HOUSE,8,LINDSAY HOLLIDAY,DEMOCRAT,1,20600
GEORGIA,HOUSTON,Us House District 8 Vote for 1 Write in,US HOUSE,8,WRITEIN,NA,1,20601
GEORGIA,HOUSTON,Us House District 8 Vote for 1 James l Cooper Iii,US HOUSE,8,JAMES L COOPER III,NA,1,20602
GEORGIA,HOUSTON,State Senate District 18 Vote for 1 John f Kennedy i Rep,STATE SENATE,18,JOHN F KENNEDY,REPUBLICAN,1,20603
GEORGIA,HOUSTON,State Senate District 18 Vote for 1 Write in,STATE SENATE,18,WRITEIN,NA,1,20604
GEORGIA,HOUSTON,State Senate District 20 Vote for 1 Larry Walker i Rep,STATE SENATE,20,LARRY WALKER,REPUBLICAN,1,20605
GEORGIA,HOUSTON,State Senate District 20 Vote for 1 Julius Newberry Johnson Dem,STATE SENATE,20,JULIUS NEWBERRY JOHNSON,DEMOCRAT,1,20606
GEORGIA,HOUSTON,State Senate District 20 Vote for 1 Write in,STATE SENATE,20,WRITEIN,NA,1,20607
GEORGIA,HOUSTON,State Senate District 26 Vote for 1 David e Lucas Sr i Dem,STATE SENATE,26,DAVID E LUCAS SR,DEMOCRAT,1,20608
GEORGIA,HOUSTON,State Senate District 26 Vote for 1 Write in,STATE SENATE,26,WRITEIN,NA,1,20609
GEORGIA,HOUSTON,State House District 140 Vote for 1 Robert Dickey i Rep,STATE HOUSE,140,ROBERT DICKEY,REPUBLICAN,1,20610
GEORGIA,HOUSTON,State House District 140 Vote for 1 Write in,STATE HOUSE,140,WRITEIN,NA,1,20611
GEORGIA,HOUSTON,State House District 144 Vote for 1 Danny Mathis i Rep,STATE HOUSE,144,DANNY MATHIS,REPUBLICAN,1,20612
GEORGIA,HOUSTON,State House District 144 Vote for 1 Mary Whipple Lue Dem,STATE HOUSE,144,MARY WHIPPLE LUE,DEMOCRAT,1,20613
GEORGIA,HOUSTON,State House District 144 Vote for 1 Write in,STATE HOUSE,144,WRITEIN,NA,1,20614
GEORGIA,HOUSTON,State House District 146 Vote for 1 Shaw Blackmon i Rep,STATE HOUSE,146,SHAW BLACKMON,REPUBLICAN,1,20615
GEORGIA,HOUSTON,State House District 146 Vote for 1 Write in,STATE HOUSE,146,WRITEIN,NA,1,20616
GEORGIA,HOUSTON,State House District 147 Vote for 1 Heath Clark i Rep,STATE HOUSE,147,HEATH CLARK,REPUBLICAN,1,20617
GEORGIA,HOUSTON,State House District 147 Vote for 1 Stephen Baughier Dem,STATE HOUSE,147,STEPHEN BAUGHIER,DEMOCRAT,1,20618
GEORGIA,HOUSTON,State House District 147 Vote for 1 Write in,STATE HOUSE,147,WRITEIN,NA,1,20619
GEORGIA,HOUSTON,State House District 148 Vote for 1 Noel Williams Jr i Rep,STATE HOUSE,148,NOEL WILLIAMS JR,REPUBLICAN,1,20620
GEORGIA,HOUSTON,State House District 148 Vote for 1 Regina Awung Dem,STATE HOUSE,148,REGINA AWUNG,DEMOCRAT,1,20621
GEORGIA,HOUSTON,State House District 148 Vote for 1 Write in,STATE HOUSE,148,WRITEIN,NA,1,20622
GEORGIA,IRWIN,President of the United States Vote for1 Donald j Trump i Rep,US PRESIDENT,FEDERAL,DONALD J TRUMP,REPUBLICAN,1,20653
GEORGIA,IRWIN,President of the United States Vote for1 Joseph r Biden Dem,US PRESIDENT,FEDERAL,JOSEPH R BIDEN,DEMOCRAT,1,20654
GEORGIA,IRWIN,President of the United States Vote for1 Jo Jorgensen Lib,US PRESIDENT,FEDERAL,JO JORGENSEN,LIBERTARIAN,1,20655
GEORGIA,IRWIN,President of the United States Vote for1 Write in,US PRESIDENT,FEDERAL,WRITEIN,NA,1,20656
GEORGIA,IRWIN,President of the United States Vote for1 Loren Collins,US PRESIDENT,FEDERAL,LOREN COLLINS,NA,1,20657
GEORGIA,IRWIN,President of the United States Vote for1 Gloria La Riva,US PRESIDENT,FEDERAL,GLORIA LA RIVA,NA,1,20658
GEORGIA,IRWIN,President of the United States Vote for1 Barbara Bellar,US PRESIDENT,FEDERAL,BARBARA BELLAR,NA,1,20659
GEORGIA,IRWIN,President of the United States Vote for1 Brian Carroll,US PRESIDENT,FEDERAL,BRIAN CARROLL,NA,1,20660
GEORGIA,IRWIN,President of the United States Vote for1 David Byrne,US PRESIDENT,FEDERAL,DAVID BYRNE,NA,1,20661
GEORGIA,IRWIN,President of the United States Vote for1 Deborah Rouse,US PRESIDENT,FEDERAL,DEBORAH ROUSE,NA,1,20662
GEORGIA,IRWIN,President of the United States Vote for1 Don Blankenship,US PRESIDENT,FEDERAL,DON BLANKENSHIP,NA,1,20663
GEORGIA,IRWIN,President of the United States Vote for1 Howie Hawkins,US PRESIDENT,FEDERAL,HOWIE HAWKINS,GREEN,1,20664
GEORGIA,IRWIN,President of the United States Vote for1 Jade Simmons,US PRESIDENT,FEDERAL,JADE SIMMONS,NA,1,20665
GEORGIA,IRWIN,President of the United States Vote for1 Kasey Wells,US PRESIDENT,FEDERAL,KASEY WELLS,NA,1,20666
GEORGIA,IRWIN,President of the United States Vote for1 Kathryn Gibson,US PRESIDENT,FEDERAL,KATHRYN GIBSON,NA,1,20667
GEORGIA,IRWIN,President of the United States Vote for1 Mark Charles,US PRESIDENT,FEDERAL,MARK CHARLES,NA,1,20668
GEORGIA,IRWIN,President of the United States Vote for1 Peter Sherrill,US PRESIDENT,FEDERAL,PETER SHERRILL,NA,1,20669
GEORGIA,IRWIN,President of the United States Vote for1 President r19 Boddie,US PRESIDENT,FEDERAL,PRESIDENT BODDIE,NA,1,20670
GEORGIA,IRWIN,President of the United States Vote for1 Shawn Howard,US PRESIDENT,FEDERAL,SHAWN HOWARD,NA,1,20671
GEORGIA,IRWIN,President of the United States Vote for1 Princess Jacob Fambro,US PRESIDENT,FEDERAL,PRINCESS JACOB-FAMBRO,NA,1,20672
GEORGIA,IRWIN,Us Senate Perdue Vote for1 David a Perdue i Rep,US SENATE,GEORGIA,DAVID A PERDUE,REPUBLICAN,1,20673
GEORGIA,IRWIN,Us Senate Perdue Vote for1 Jon Ossoff Dem,US SENATE,GEORGIA,JON OSSOFF,DEMOCRAT,1,20674
GEORGIA,IRWIN,Us Senate Perdue Vote for1 Shane Hazel Lib,US SENATE,GEORGIA,SHANE HAZEL,LIBERTARIAN,1,20675
GEORGIA,IRWIN,Us Senate Perdue Vote for1 Write in,US SENATE,GEORGIA,WRITEIN,NA,1,20676
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Al Bartell Ind,US SENATE,GEORGIA-III,AL BARTELL,INDEPENDENT,1,20677
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Allen Buckley Ind,US SENATE,GEORGIA-III,ALLEN BUCKLEY,INDEPENDENT,1,20678
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Doug Collins Rep,US SENATE,GEORGIA-III,DOUG COLLINS,REPUBLICAN,1,20679
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 John Fortuin Grn,US SENATE,GEORGIA-III,JOHN FORTUIN,GREEN,1,20680
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Derrick e Grayson Rep,US SENATE,GEORGIA-III,DERRICK E GRAYSON,REPUBLICAN,1,20681
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Michael Todd Greene Ind,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,INDEPENDENT,1,20682
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Annette Davis Jackson Rep,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,REPUBLICAN,1,20683
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Deborah Jackson Dem,US SENATE,GEORGIA-III,DEBORAH JACKSON,DEMOCRAT,1,20684
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Jamesia James Dem,US SENATE,GEORGIA-III,JAMESIA JAMES,DEMOCRAT,1,20685
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 a Wayne Johnson Rep,US SENATE,GEORGIA-III,A WAYNE JOHNSON,REPUBLICAN,1,20686
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Tamara Johnson Shealey Dem,US SENATE,GEORGIA-III,TAMARA JOHNSON SHEALEY,DEMOCRAT,1,20687
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Matt Lieberman Dem,US SENATE,GEORGIA-III,MATT LIEBERMAN,DEMOCRAT,1,20688
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Kelly Loeffler i Rep,US SENATE,GEORGIA-III,KELLY LOEFFLER,REPUBLICAN,1,20689
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Joy Felicia Slade Dem,US SENATE,GEORGIA-III,JOY FELICIA SLADE,DEMOCRAT,1,20690
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Brian Slowinski Lib,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,LIBERTARIAN,1,20691
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Valencia Stovall Ind,US SENATE,GEORGIA-III,VALENCIA STOVALL,INDEPENDENT,1,20692
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Ed Tarver Dem,US SENATE,GEORGIA-III,ED TARVER,DEMOCRAT,1,20693
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Kandiss Taylor Rep,US SENATE,GEORGIA-III,KANDISS TAYLOR,REPUBLICAN,1,20694
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Raphael Warnock Dem,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,DEMOCRAT,1,20695
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Richard Dien Winfield Dem,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,DEMOCRAT,1,20696
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Write in,US SENATE,GEORGIA-III,WRITEIN,NA,1,20697
GEORGIA,IRWIN,Us Senate Loeffler Special Vote for1 Rod Mack,US SENATE,GEORGIA-III,ROD MACK,NA,1,20698
GEORGIA,IRWIN,Us House District 8 Vote for1 Austin Scott i Rep,US HOUSE,8,AUSTIN SCOTT,REPUBLICAN,1,20707
GEORGIA,IRWIN,Us House District 8 Vote for1 Lindsay Holliday Dem,US HOUSE,8,LINDSAY HOLLIDAY,DEMOCRAT,1,20708
GEORGIA,IRWIN,Us House District 8 Vote for1 Write in,US HOUSE,8,WRITEIN,NA,1,20709
GEORGIA,IRWIN,Us House District 8 Vote for1 James l Cooper Iii,US HOUSE,8,JAMES L COOPER III,NA,1,20710
GEORGIA,IRWIN,State Senate District 7 Vote for1 Tyler Harper i Rep,STATE SENATE,7,TYLER HARPER,REPUBLICAN,1,20711
GEORGIA,IRWIN,State Senate District 7 Vote for1 Write in,STATE SENATE,7,WRITEIN,NA,1,20712
GEORGIA,IRWIN,State House District 155 Vote for1 Clay Pirkle i Rep,STATE HOUSE,155,CLAY PIRKLE,REPUBLICAN,1,20713
GEORGIA,IRWIN,State House District 155 Vote for1 Lethia Jones Kittrell Dem,STATE HOUSE,155,LETHIA JONES KITTRELL,DEMOCRAT,1,20714
GEORGIA,IRWIN,State House District 155 Vote for1 Write in,STATE HOUSE,155,WRITEIN,NA,1,20715
GEORGIA,JACKSON,President of the United States Vote for1 Donald j Trump i Rep,US PRESIDENT,FEDERAL,DONALD J TRUMP,REPUBLICAN,1,20742
GEORGIA,JACKSON,President of the United States Vote for1 Joseph r Biden Dem,US PRESIDENT,FEDERAL,JOSEPH R BIDEN,DEMOCRAT,1,20743
GEORGIA,JACKSON,President of the United States Vote for1 Jo Jorgensen Lib,US PRESIDENT,FEDERAL,JO JORGENSEN,LIBERTARIAN,1,20744
GEORGIA,JACKSON,President of the United States Vote for1 Write in,US PRESIDENT,FEDERAL,WRITEIN,NA,1,20745
GEORGIA,JACKSON,President of the United States Vote for1 Loren Collins,US PRESIDENT,FEDERAL,LOREN COLLINS,NA,1,20746
GEORGIA,JACKSON,President of the United States Vote for1 Gloria La Riva,US PRESIDENT,FEDERAL,GLORIA LA RIVA,NA,1,20747
GEORGIA,JACKSON,Us Senate Perdue Vote for1 David a Perdue i Rep,US SENATE,GEORGIA,DAVID A PERDUE,REPUBLICAN,1,20748
GEORGIA,JACKSON,Us Senate Perdue Vote for1 Jon Ossoff Dem,US SENATE,GEORGIA,JON OSSOFF,DEMOCRAT,1,20749
GEORGIA,JACKSON,Us Senate Perdue Vote for1 Shane Hazel Lib,US SENATE,GEORGIA,SHANE HAZEL,LIBERTARIAN,1,20750
GEORGIA,JACKSON,Us Senate Perdue Vote for1 Write in,US SENATE,GEORGIA,WRITEIN,NA,1,20751
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Al Bartell Ind,US SENATE,GEORGIA-III,AL BARTELL,INDEPENDENT,1,20752
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Allen Buckley Ind,US SENATE,GEORGIA-III,ALLEN BUCKLEY,INDEPENDENT,1,20753
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Doug Collins Rep,US SENATE,GEORGIA-III,DOUG COLLINS,REPUBLICAN,1,20754
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 John Fortuin Grn,US SENATE,GEORGIA-III,JOHN FORTUIN,GREEN,1,20755
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Derrick e Grayson Rep,US SENATE,GEORGIA-III,DERRICK E GRAYSON,REPUBLICAN,1,20756
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Michael Todd Greene Ind,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,INDEPENDENT,1,20757
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Annette Davis Jackson Rep,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,REPUBLICAN,1,20758
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Deborah Jackson Dem,US SENATE,GEORGIA-III,DEBORAH JACKSON,DEMOCRAT,1,20759
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Jamesia James Dem,US SENATE,GEORGIA-III,JAMESIA JAMES,DEMOCRAT,1,20760
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 a Wayne Johnson Rep,US SENATE,GEORGIA-III,A WAYNE JOHNSON,REPUBLICAN,1,20761
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Tamara Johnson Shealey Dem,US SENATE,GEORGIA-III,TAMARA JOHNSON SHEALEY,DEMOCRAT,1,20762
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Matt Lieberman Dem,US SENATE,GEORGIA-III,MATT LIEBERMAN,DEMOCRAT,1,20763
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Kelly Loeffler i Rep,US SENATE,GEORGIA-III,KELLY LOEFFLER,REPUBLICAN,1,20764
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Joy Felicia Slade Dem,US SENATE,GEORGIA-III,JOY FELICIA SLADE,DEMOCRAT,1,20765
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Brian Slowinski Lib,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,LIBERTARIAN,1,20766
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Valencia Stovall Ind,US SENATE,GEORGIA-III,VALENCIA STOVALL,INDEPENDENT,1,20767
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Ed Tarver Dem,US SENATE,GEORGIA-III,ED TARVER,DEMOCRAT,1,20768
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Kandiss Taylor Rep,US SENATE,GEORGIA-III,KANDISS TAYLOR,REPUBLICAN,1,20769
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Raphael Warnock Dem,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,DEMOCRAT,1,20770
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Richard Dien Winfield Dem,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,DEMOCRAT,1,20771
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Write in,US SENATE,GEORGIA-III,WRITEIN,NA,1,20772
GEORGIA,JACKSON,Us Senate Loeffler Special Vote for1 Rod Mack,US SENATE,GEORGIA-III,ROD MACK,NA,1,20773
GEORGIA,JACKSON,Us House District 9 Vote for1 Andrew Clyde Rep,US HOUSE,9,ANDREW CLYDE,REPUBLICAN,1,20782
GEORGIA,JACKSON,Us House District 9 Vote for1 Devin Pandy Dem,US HOUSE,9,DEVIN PANDY,DEMOCRAT,1,20783
GEORGIA,JACKSON,Us House District 9 Vote for1 Write in,US HOUSE,9,WRITEIN,NA,1,20784
GEORGIA,JACKSON,State Senate District 47 Vote for1 Frank Ginn i Rep,STATE SENATE,47,FRANK GINN,REPUBLICAN,1,20785
GEORGIA,JACKSON,State Senate District 47 Vote for1 Dawn Johnson Dem,STATE SENATE,47,DAWN JONHSON,DEMOCRAT,1,20786
GEORGIA,JACKSON,State Senate District 47 Vote for1 Write in,STATE SENATE,47,WRITEIN,NA,1,20787
GEORGIA,JACKSON,State Senate District 50 Vote for1 Bo Hatchett Rep,STATE SENATE,50,BO HATCHETT,REPUBLICAN,1,20788
GEORGIA,JACKSON,State Senate District 50 Vote for1 Dee Daley Dem,STATE SENATE,50,DEE DALEY,DEMOCRAT,1,20789
GEORGIA,JACKSON,State Senate District 50 Vote for1 Write in,STATE SENATE,50,WRITEIN,NA,1,20790
GEORGIA,JACKSON,State House District 31 Vote for1 Tommy Benton i Rep,STATE HOUSE,31,TOMMY BENTON,REPUBLICAN,1,20791
GEORGIA,JACKSON,State House District 31 Vote for1 Pete Fuller Dem,STATE HOUSE,31,PETE FULLER,DEMOCRAT,1,20792
GEORGIA,JACKSON,State House District 31 Vote for1 Write in,STATE HOUSE,31,WRITEIN,NA,1,20793
GEORGIA,JACKSON,State House District 117 Vote for1 Houston Gaines i Rep,STATE HOUSE,117,HOUSTON GAINES,REPUBLICAN,1,20794
GEORGIA,JACKSON,State House District 117 Vote for1 Mokah Jasmine Johnson Dem,STATE HOUSE,117,MOKAH JASMINE JOHNSON,DEMOCRAT,1,20795
GEORGIA,JACKSON,State House District 117 Vote for1 Write in,STATE HOUSE,117,WRITEIN,NA,1,20796
GEORGIA,JASPER,President of the United States Vote for 1 Donald j Trump i Rep,US PRESIDENT,FEDERAL,DONALD J TRUMP,REPUBLICAN,1,20879
GEORGIA,JASPER,President of the United States Vote for 1 Joseph r Biden Dem,US PRESIDENT,FEDERAL,JOSEPH R BIDEN,DEMOCRAT,1,20880
GEORGIA,JASPER,President of the United States Vote for 1 Jo Jorgensen Lib,US PRESIDENT,FEDERAL,JO JORGENSEN,LIBERTARIAN,1,20881
GEORGIA,JASPER,President of the United States Vote for 1 Write in,US PRESIDENT,FEDERAL,WRITEIN,NA,1,20882
GEORGIA,JASPER,President of the United States Vote for 1 Loren Collins,US PRESIDENT,FEDERAL,LOREN COLLINS,NA,1,20883
GEORGIA,JASPER,President of the United States Vote for 1 Gloria La Riva,US PRESIDENT,FEDERAL,GLORIA LA RIVA,NA,1,20884
GEORGIA,JASPER,President of the United States Vote for 1 Barbara Bellar,US PRESIDENT,FEDERAL,BARBARA BELLAR,NA,1,20885
GEORGIA,JASPER,President of the United States Vote for 1 Brian Carroll,US PRESIDENT,FEDERAL,BRIAN CARROLL,NA,1,20886
GEORGIA,JASPER,President of the United States Vote for 1 David Byrne,US PRESIDENT,FEDERAL,DAVID BYRNE,NA,1,20887
GEORGIA,JASPER,President of the United States Vote for 1 Deborah Rouse,US PRESIDENT,FEDERAL,DEBORAH ROUSE,NA,1,20888
GEORGIA,JASPER,President of the United States Vote for 1 Don Blamkenship,US PRESIDENT,FEDERAL,DON BLANKENSHIP,NA,1,20889
GEORGIA,JASPER,President of the United States Vote for 1 Howie Hawkins,US PRESIDENT,FEDERAL,HOWIE HAWKINS,GREEN,1,20890
GEORGIA,JASPER,President of the United States Vote for 1 Jade Simmons,US PRESIDENT,FEDERAL,JADE SIMMONS,NA,1,20891
GEORGIA,JASPER,President of the United States Vote for 1 Kasey Wells,US PRESIDENT,FEDERAL,KASEY WELLS,NA,1,20892
GEORGIA,JASPER,President of the United States Vote for 1 Kathryn Gibson,US PRESIDENT,FEDERAL,KATHRYN GIBSON,NA,1,20893
GEORGIA,JASPER,President of the United States Vote for 1 Mark Charles,US PRESIDENT,FEDERAL,MARK CHARLES,NA,1,20894
GEORGIA,JASPER,President of the United States Vote for 1 Peter Sherrill,US PRESIDENT,FEDERAL,PETER SHERRILL,NA,1,20895
GEORGIA,JASPER,President of the United States Vote for 1 President r19 Boddie,US PRESIDENT,FEDERAL,PRESIDENT BODDIE,NA,1,20896
GEORGIA,JASPER,President of the United States Vote for 1 Shawn Howard,US PRESIDENT,FEDERAL,SHAWN HOWARD,NA,1,20897
GEORGIA,JASPER,President of the United States Vote for 1 Princess Jacob Fambro,US PRESIDENT,FEDERAL,PRINCESS JACOB-FAMBRO,NA,1,20898
GEORGIA,JASPER,Us Senate Perdue Vote for 1 David a Perdue i Rep,US SENATE,GEORGIA,DAVID A PERDUE,REPUBLICAN,1,20899
GEORGIA,JASPER,Us Senate Perdue Vote for 1 Jon Ossoff Dem,US SENATE,GEORGIA,JON OSSOFF,DEMOCRAT,1,20900
GEORGIA,JASPER,Us Senate Perdue Vote for 1 Shane Hazel Lib,US SENATE,GEORGIA,SHANE HAZEL,LIBERTARIAN,1,20901
GEORGIA,JASPER,Us Senate Perdue Vote for 1 Write in,US SENATE,GEORGIA,WRITEIN,NA,1,20902
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Al Bartell Ind,US SENATE,GEORGIA-III,AL BARTELL,INDEPENDENT,1,20903
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Allen Buckley Ind,US SENATE,GEORGIA-III,ALLEN BUCKLEY,INDEPENDENT,1,20904
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Doug Collins Rep,US SENATE,GEORGIA-III,DOUG COLLINS,REPUBLICAN,1,20905
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 John Fortuin Grn,US SENATE,GEORGIA-III,JOHN FORTUIN,GREEN,1,20906
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Derrick e Grayson Rep,US SENATE,GEORGIA-III,DERRICK E GRAYSON,REPUBLICAN,1,20907
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Michael Todd Greene Ind,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,INDEPENDENT,1,20908
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Annette Davis Jackson Rep,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,REPUBLICAN,1,20909
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Deborah Jackson Dem,US SENATE,GEORGIA-III,DEBORAH JACKSON,DEMOCRAT,1,20910
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Jamesia James Dem,US SENATE,GEORGIA-III,JAMESIA JAMES,DEMOCRAT,1,20911
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 a Wayne Johnson Rep,US SENATE,GEORGIA-III,A WAYNE JOHNSON,REPUBLICAN,1,20912
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Tamara Johnson Shealey Dem,US SENATE,GEORGIA-III,TAMARA JOHNSON SHEALEY,DEMOCRAT,1,20913
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Matt Lieberman Dem,US SENATE,GEORGIA-III,MATT LIEBERMAN,DEMOCRAT,1,20914
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Kelly Loeffler i Rep,US SENATE,GEORGIA-III,KELLY LOEFFLER,REPUBLICAN,1,20915
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Joy Felicia Slade Dem,US SENATE,GEORGIA-III,JOY FELICIA SLADE,DEMOCRAT,1,20916
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Brian Slowinski Lib,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,LIBERTARIAN,1,20917
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Valencia Stovall Ind,US SENATE,GEORGIA-III,VALENCIA STOVALL,INDEPENDENT,1,20918
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Ed Tarver Dem,US SENATE,GEORGIA-III,ED TARVER,DEMOCRAT,1,20919
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Kandiss Taylor Rep,US SENATE,GEORGIA-III,KANDISS TAYLOR,REPUBLICAN,1,20920
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Raphael Warnock Dem,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,DEMOCRAT,1,20921
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Richard Dien Winfield Dem,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,DEMOCRAT,1,20922
GEORGIA,JASPER,Us Senate Loeffler Special Vote for 1 Write in,US SENATE,GEORGIA-III,WRITEIN,NA,1,20923
