state,county_name,office,district,candidate,column,magnitude,party,party_detailed
GEORGIA,GWINNETT,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,41,1,REP,REPUBLICAN
GEORGIA,GWINNETT,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,38,1,REP,REPUBLICAN
GEORGIA,GWINNETT,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,36,1,REP,REPUBLICAN
GEORGIA,GWINNETT,US SENATE,GEORGIA-III,DOUG COLLINS,34,1,REP,REPUBLICAN
GEORGIA,GWINNETT,US SENATE,GEORGIA-III,KANDISS TAYLOR,49,1,REP,REPUBLICAN
GEORGIA,GWINNETT,US SENATE,GEORGIA-III,KELLY LOEFFLER,44,1,REP,REPUBLICAN
GEORGIA,GWINNETT,US SENATE,GEORGIA-III,WRITE-IN,52,1,W-I,W-I
GEORGIA,GWINNETT,US SENATE,GEORGIA-III,UNDERVOTE?,32,1,,undervote
GEORGIA,HALL,STATE HOUSE,027,LEE HAWKINS,71,1,REP,REPUBLICAN
GEORGIA,HALL,STATE HOUSE,027,WRITE-IN,72,1,W-I,W-I
GEORGIA,HALL,STATE HOUSE,027,UNDERVOTE?,71,1,,undervote
GEORGIA,HALL,STATE HOUSE,029,PAT CALMES,74,1,DEM,DEMOCRAT
GEORGIA,HALL,STATE HOUSE,029,MATT DUBNIK,73,1,REP,REPUBLICAN
GEORGIA,HALL,STATE HOUSE,029,WRITE-IN,75,1,W-I,W-I
GEORGIA,HALL,STATE HOUSE,029,UNDERVOTE?,73,1,,undervote
GEORGIA,HALL,STATE HOUSE,030,LEIGH MILLER,77,1,DEM,DEMOCRAT
GEORGIA,HALL,STATE HOUSE,030,"EMORY DUNAHOO, JR.",76,1,REP,REPUBLICAN
GEORGIA,HALL,STATE HOUSE,030,WRITE-IN,78,1,W-I,W-I
GEORGIA,HALL,STATE HOUSE,030,UNDERVOTE?,76,1,,undervote
GEORGIA,HALL,STATE HOUSE,103,CLIFTON MARSHALL,80,1,DEM,DEMOCRAT
GEORGIA,HALL,STATE HOUSE,103,TIMOTHY BARR,79,1,REP,REPUBLICAN
GEORGIA,HALL,STATE HOUSE,103,WRITE-IN,81,1,W-I,W-I
GEORGIA,HALL,STATE HOUSE,103,UNDERVOTE?,79,1,,undervote
GEORGIA,HALL,STATE SENATE,049,CECIL T. BUTCH MILLER,66,1,REP,REPUBLICAN
GEORGIA,HALL,STATE SENATE,049,WRITE-IN,67,1,W-I,W-I
GEORGIA,HALL,STATE SENATE,049,UNDERVOTE?,66,1,,undervote
GEORGIA,HALL,STATE SENATE,050,DEE DALEY,69,1,DEM,DEMOCRAT
GEORGIA,HALL,STATE SENATE,050,BO HATCHETT,68,1,REP,REPUBLICAN
GEORGIA,HALL,STATE SENATE,050,WRITE-IN,70,1,W-I,W-I
GEORGIA,HALL,STATE SENATE,050,UNDERVOTE?,68,1,,undervote
GEORGIA,HALL,US HOUSE,009,DEVIN PANDY,64,1,DEM,DEMOCRAT
GEORGIA,HALL,US HOUSE,009,ANDREW CLYDE,63,1,REP,REPUBLICAN
GEORGIA,HALL,US HOUSE,009,WRITE-IN,65,1,W-I,W-I
GEORGIA,HALL,US HOUSE,009,UNDERVOTE?,63,1,,undervote
GEORGIA,HALL,US PRESIDENT,FEDERAL,BRIAN CARROLL,16,1,,
GEORGIA,HALL,US PRESIDENT,FEDERAL,GLORIA LA RIVA,14,1,,
GEORGIA,HALL,US PRESIDENT,FEDERAL,HOWIE HAWKINS,20,1,,
GEORGIA,HALL,US PRESIDENT,FEDERAL,JADE SIMMONS,21,1,,
GEORGIA,HALL,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,10,1,DEM,DEMOCRAT
GEORGIA,HALL,US PRESIDENT,FEDERAL,JO JORGENSEN,11,1,LBT,LIBERTARIAN
GEORGIA,HALL,US PRESIDENT,FEDERAL,DONALD J. TRUMP,9,1,REP,REPUBLICAN
GEORGIA,HALL,US PRESIDENT,FEDERAL,WRITE-IN,12,1,W-I,W-I
GEORGIA,HALL,US PRESIDENT,FEDERAL,UNDERVOTE?,9,1,,undervote
GEORGIA,HALL,US SENATE,GEORGIA,JON OSSOFF,30,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA,SHANE HAZEL,31,1,LBT,LIBERTARIAN
GEORGIA,HALL,US SENATE,GEORGIA,DAVID A. PERDUE,29,1,REP,REPUBLICAN
GEORGIA,HALL,US SENATE,GEORGIA,WRITE-IN,32,1,W-I,W-I
GEORGIA,HALL,US SENATE,GEORGIA,UNDERVOTE?,29,1,,undervote
GEORGIA,HALL,US SENATE,GEORGIA-III,DEBORAH JACKSON,40,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA-III,ED TARVER,49,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA-III,JAMESIA JAMES,41,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA-III,JOY FELICIA SLADE,46,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA-III,MATT LIEBERMAN,44,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,51,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,52,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,43,1,DEM,DEMOCRAT
GEORGIA,HALL,US SENATE,GEORGIA-III,JOHN FORTUIN,36,1,GRN,GREEN
GEORGIA,HALL,US SENATE,GEORGIA-III,AL BARTELL,33,1,IND,INDEPENDENT
GEORGIA,HALL,US SENATE,GEORGIA-III,ALLEN BUCKLEY,34,1,IND,INDEPENDENT
GEORGIA,HALL,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,38,1,IND,INDEPENDENT
GEORGIA,HALL,US SENATE,GEORGIA-III,VALENCIA STOVALL,48,1,IND,INDEPENDENT
GEORGIA,HALL,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,47,1,LBT,LIBERTARIAN
GEORGIA,HALL,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,42,1,REP,REPUBLICAN
GEORGIA,HALL,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,39,1,REP,REPUBLICAN
GEORGIA,HALL,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,37,1,REP,REPUBLICAN
GEORGIA,HALL,US SENATE,GEORGIA-III,DOUG COLLINS,35,1,REP,REPUBLICAN
GEORGIA,HALL,US SENATE,GEORGIA-III,KANDISS TAYLOR,50,1,REP,REPUBLICAN
GEORGIA,HALL,US SENATE,GEORGIA-III,KELLY LOEFFLER,45,1,REP,REPUBLICAN
GEORGIA,HALL,US SENATE,GEORGIA-III,WRITE-IN,53,1,W-I,W-I
GEORGIA,HALL,US SENATE,GEORGIA-III,UNDERVOTE?,33,1,,undervote
GEORGIA,HARALSON,STATE HOUSE,016,LYNDSAY ARRENDALE,70,1,DEM,DEMOCRAT
GEORGIA,HARALSON,STATE HOUSE,016,TREY KELLEY,69,1,REP,REPUBLICAN
GEORGIA,HARALSON,STATE HOUSE,016,WRITE-IN,71,1,W-I,W-I
GEORGIA,HARALSON,STATE HOUSE,016,UNDERVOTE?,69,1,,undervote
GEORGIA,HARALSON,STATE HOUSE,018,PAT RHUDY,73,1,DEM,DEMOCRAT
GEORGIA,HARALSON,STATE HOUSE,018,TYLER PAUL SMITH,72,1,REP,REPUBLICAN
GEORGIA,HARALSON,STATE HOUSE,018,WRITE-IN,74,1,W-I,W-I
GEORGIA,HARALSON,STATE HOUSE,018,UNDERVOTE?,72,1,,undervote
GEORGIA,HARALSON,STATE SENATE,031,TIANNA SMITH,67,1,DEM,DEMOCRAT
GEORGIA,HARALSON,STATE SENATE,031,JASON ANAVITARTE,66,1,REP,REPUBLICAN
GEORGIA,HARALSON,STATE SENATE,031,WRITE-IN,68,1,W-I,W-I
GEORGIA,HARALSON,STATE SENATE,031,UNDERVOTE?,66,1,,undervote
GEORGIA,HARALSON,US HOUSE,014,KEVIN VAN AUSDAL,64,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US HOUSE,014,MARJORIE TAYLOR GREENE,63,1,REP,REPUBLICAN
GEORGIA,HARALSON,US HOUSE,014,WRITE-IN,65,1,W-I,W-I
GEORGIA,HARALSON,US HOUSE,014,UNDERVOTE?,63,1,,undervote
GEORGIA,HARALSON,US PRESIDENT,FEDERAL,BRIAN CARROLL,16,1,,
GEORGIA,HARALSON,US PRESIDENT,FEDERAL,JADE SIMMONS,21,1,,
GEORGIA,HARALSON,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,10,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US PRESIDENT,FEDERAL,JO JORGENSEN,11,1,LBT,LIBERTARIAN
GEORGIA,HARALSON,US PRESIDENT,FEDERAL,DONALD J. TRUMP,9,1,REP,REPUBLICAN
GEORGIA,HARALSON,US PRESIDENT,FEDERAL,WRITE-IN,12,1,W-I,W-I
GEORGIA,HARALSON,US PRESIDENT,FEDERAL,UNDERVOTE?,9,1,,undervote
GEORGIA,HARALSON,US SENATE,GEORGIA,JON OSSOFF,30,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA,SHANE HAZEL,31,1,LBT,LIBERTARIAN
GEORGIA,HARALSON,US SENATE,GEORGIA,DAVID A. PERDUE,29,1,REP,REPUBLICAN
GEORGIA,HARALSON,US SENATE,GEORGIA,WRITE-IN,32,1,W-I,W-I
GEORGIA,HARALSON,US SENATE,GEORGIA,UNDERVOTE?,29,1,,undervote
GEORGIA,HARALSON,US SENATE,GEORGIA-III,DEBORAH JACKSON,40,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,ED TARVER,49,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,JAMESIA JAMES,41,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,JOY FELICIA SLADE,46,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,MATT LIEBERMAN,44,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,51,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,52,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,43,1,DEM,DEMOCRAT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,JOHN FORTUIN,36,1,GRN,GREEN
GEORGIA,HARALSON,US SENATE,GEORGIA-III,AL BARTELL,33,1,IND,INDEPENDENT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,ALLEN BUCKLEY,34,1,IND,INDEPENDENT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,38,1,IND,INDEPENDENT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,VALENCIA STOVALL,48,1,IND,INDEPENDENT
GEORGIA,HARALSON,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,47,1,LBT,LIBERTARIAN
GEORGIA,HARALSON,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,42,1,REP,REPUBLICAN
GEORGIA,HARALSON,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,39,1,REP,REPUBLICAN
GEORGIA,HARALSON,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,37,1,REP,REPUBLICAN
GEORGIA,HARALSON,US SENATE,GEORGIA-III,DOUG COLLINS,35,1,REP,REPUBLICAN
GEORGIA,HARALSON,US SENATE,GEORGIA-III,KANDISS TAYLOR,50,1,REP,REPUBLICAN
GEORGIA,HARALSON,US SENATE,GEORGIA-III,KELLY LOEFFLER,45,1,REP,REPUBLICAN
GEORGIA,HARALSON,US SENATE,GEORGIA-III,UNDERVOTE?,33,1,,undervote
GEORGIA,HARRIS,STATE HOUSE,133,"VANCE SMITH, JR.",68,1,REP,REPUBLICAN
GEORGIA,HARRIS,STATE HOUSE,133,WRITE-IN,69,1,W-I,W-I
GEORGIA,HARRIS,STATE HOUSE,133,UNDERVOTE?,68,1,,undervote
GEORGIA,HARRIS,STATE HOUSE,134,CARL SPRAYBERRY,71,1,DEM,DEMOCRAT
GEORGIA,HARRIS,STATE HOUSE,134,RICHARD H. SMITH,70,1,REP,REPUBLICAN
GEORGIA,HARRIS,STATE HOUSE,134,WRITE-IN,72,1,W-I,W-I
GEORGIA,HARRIS,STATE HOUSE,134,UNDERVOTE?,70,1,,undervote
GEORGIA,HARRIS,STATE HOUSE,137,DEBBIE G. BUCKNER,73,1,DEM,DEMOCRAT
GEORGIA,HARRIS,STATE HOUSE,137,WRITE-IN,74,1,W-I,W-I
GEORGIA,HARRIS,STATE HOUSE,137,UNDERVOTE?,73,1,,undervote
GEORGIA,HARRIS,STATE SENATE,029,RANDY ROBERTSON,66,1,REP,REPUBLICAN
GEORGIA,HARRIS,STATE SENATE,029,WRITE-IN,67,1,W-I,W-I
GEORGIA,HARRIS,STATE SENATE,029,UNDERVOTE?,66,1,,undervote
GEORGIA,HARRIS,US HOUSE,003,VAL ALMONORD,64,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US HOUSE,003,DREW FERGUSON,63,1,REP,REPUBLICAN
GEORGIA,HARRIS,US HOUSE,003,WRITE-IN,65,1,W-I,W-I
GEORGIA,HARRIS,US HOUSE,003,UNDERVOTE?,63,1,,undervote
GEORGIA,HARRIS,US PRESIDENT,FEDERAL,BRIAN CARROLL,16,1,,
GEORGIA,HARRIS,US PRESIDENT,FEDERAL,HOWIE HAWKINS,20,1,,
GEORGIA,HARRIS,US PRESIDENT,FEDERAL,JADE SIMMONS,21,1,,
GEORGIA,HARRIS,US PRESIDENT,FEDERAL,PETER SHERRILL,25,1,,
GEORGIA,HARRIS,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,10,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US PRESIDENT,FEDERAL,JO JORGENSEN,11,1,LBT,LIBERTARIAN
GEORGIA,HARRIS,US PRESIDENT,FEDERAL,DONALD J. TRUMP,9,1,REP,REPUBLICAN
GEORGIA,HARRIS,US PRESIDENT,FEDERAL,UNDERVOTE?,9,1,,undervote
GEORGIA,HARRIS,US SENATE,GEORGIA,JON OSSOFF,30,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA,SHANE HAZEL,31,1,LBT,LIBERTARIAN
GEORGIA,HARRIS,US SENATE,GEORGIA,DAVID A. PERDUE,29,1,REP,REPUBLICAN
GEORGIA,HARRIS,US SENATE,GEORGIA,WRITE-IN,32,1,W-I,W-I
GEORGIA,HARRIS,US SENATE,GEORGIA,UNDERVOTE?,29,1,,undervote
GEORGIA,HARRIS,US SENATE,GEORGIA-III,DEBORAH JACKSON,40,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,ED TARVER,49,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,JAMESIA JAMES,41,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,JOY FELICIA SLADE,46,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,MATT LIEBERMAN,44,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,51,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,52,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,43,1,DEM,DEMOCRAT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,JOHN FORTUIN,36,1,GRN,GREEN
GEORGIA,HARRIS,US SENATE,GEORGIA-III,AL BARTELL,33,1,IND,INDEPENDENT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,ALLEN BUCKLEY,34,1,IND,INDEPENDENT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,38,1,IND,INDEPENDENT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,VALENCIA STOVALL,48,1,IND,INDEPENDENT
GEORGIA,HARRIS,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,47,1,LBT,LIBERTARIAN
GEORGIA,HARRIS,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,42,1,REP,REPUBLICAN
GEORGIA,HARRIS,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,39,1,REP,REPUBLICAN
GEORGIA,HARRIS,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,37,1,REP,REPUBLICAN
GEORGIA,HARRIS,US SENATE,GEORGIA-III,DOUG COLLINS,35,1,REP,REPUBLICAN
GEORGIA,HARRIS,US SENATE,GEORGIA-III,KANDISS TAYLOR,50,1,REP,REPUBLICAN
GEORGIA,HARRIS,US SENATE,GEORGIA-III,KELLY LOEFFLER,45,1,REP,REPUBLICAN
GEORGIA,HARRIS,US SENATE,GEORGIA-III,UNDERVOTE?,33,1,,undervote
GEORGIA,HART,STATE HOUSE,032,ALISHA ALLEN,69,1,DEM,DEMOCRAT
GEORGIA,HART,STATE HOUSE,032,ALAN POWELL,68,1,REP,REPUBLICAN
GEORGIA,HART,STATE HOUSE,032,WRITE-IN,70,1,W-I,W-I
GEORGIA,HART,STATE HOUSE,032,UNDERVOTE?,68,1,,undervote
GEORGIA,HART,STATE SENATE,024,LEE ANDERSON,66,1,REP,REPUBLICAN
GEORGIA,HART,STATE SENATE,024,WRITE-IN,67,1,W-I,W-I
GEORGIA,HART,STATE SENATE,024,UNDERVOTE?,66,1,,undervote
GEORGIA,HART,US HOUSE,009,DEVIN PANDY,64,1,DEM,DEMOCRAT
GEORGIA,HART,US HOUSE,009,ANDREW CLYDE,63,1,REP,REPUBLICAN
GEORGIA,HART,US HOUSE,009,WRITE-IN,65,1,W-I,W-I
GEORGIA,HART,US HOUSE,009,UNDERVOTE?,63,1,,undervote
GEORGIA,HART,US PRESIDENT,FEDERAL,BRIAN CARROLL,16,1,,
GEORGIA,HART,US PRESIDENT,FEDERAL,HOWIE HAWKINS,20,1,,
GEORGIA,HART,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,10,1,DEM,DEMOCRAT
GEORGIA,HART,US PRESIDENT,FEDERAL,JO JORGENSEN,11,1,LBT,LIBERTARIAN
GEORGIA,HART,US PRESIDENT,FEDERAL,DONALD J. TRUMP,9,1,REP,REPUBLICAN
GEORGIA,HART,US PRESIDENT,FEDERAL,UNDERVOTE?,9,1,,undervote
GEORGIA,HART,US SENATE,GEORGIA,JON OSSOFF,30,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA,SHANE HAZEL,31,1,LBT,LIBERTARIAN
GEORGIA,HART,US SENATE,GEORGIA,DAVID A. PERDUE,29,1,REP,REPUBLICAN
GEORGIA,HART,US SENATE,GEORGIA,WRITE-IN,32,1,W-I,W-I
GEORGIA,HART,US SENATE,GEORGIA,UNDERVOTE?,29,1,,undervote
GEORGIA,HART,US SENATE,GEORGIA-III,DEBORAH JACKSON,40,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA-III,ED TARVER,49,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA-III,JAMESIA JAMES,41,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA-III,JOY FELICIA SLADE,46,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA-III,MATT LIEBERMAN,44,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,51,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,52,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,43,1,DEM,DEMOCRAT
GEORGIA,HART,US SENATE,GEORGIA-III,JOHN FORTUIN,36,1,GRN,GREEN
GEORGIA,HART,US SENATE,GEORGIA-III,AL BARTELL,33,1,IND,INDEPENDENT
GEORGIA,HART,US SENATE,GEORGIA-III,ALLEN BUCKLEY,34,1,IND,INDEPENDENT
GEORGIA,HART,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,38,1,IND,INDEPENDENT
GEORGIA,HART,US SENATE,GEORGIA-III,VALENCIA STOVALL,48,1,IND,INDEPENDENT
GEORGIA,HART,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,47,1,LBT,LIBERTARIAN
GEORGIA,HART,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,42,1,REP,REPUBLICAN
GEORGIA,HART,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,39,1,REP,REPUBLICAN
GEORGIA,HART,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,37,1,REP,REPUBLICAN
GEORGIA,HART,US SENATE,GEORGIA-III,DOUG COLLINS,35,1,REP,REPUBLICAN
GEORGIA,HART,US SENATE,GEORGIA-III,KANDISS TAYLOR,50,1,REP,REPUBLICAN
GEORGIA,HART,US SENATE,GEORGIA-III,KELLY LOEFFLER,45,1,REP,REPUBLICAN
GEORGIA,HART,US SENATE,GEORGIA-III,UNDERVOTE?,33,1,,undervote
GEORGIA,HEARD,STATE HOUSE,069,HERBERT GILES,55,1,DEM,DEMOCRAT
GEORGIA,HEARD,STATE HOUSE,069,RANDY NIX,54,1,REP,REPUBLICAN
GEORGIA,HEARD,STATE HOUSE,069,WRITE-IN,56,1,W-I,W-I
GEORGIA,HEARD,STATE HOUSE,069,UNDERVOTE?,54,1,,undervote
GEORGIA,HEARD,STATE SENATE,028,MATT BRASS,52,1,REP,REPUBLICAN
GEORGIA,HEARD,STATE SENATE,028,WRITE-IN,53,1,W-I,W-I
GEORGIA,HEARD,STATE SENATE,028,UNDERVOTE?,52,1,,undervote
GEORGIA,HEARD,US HOUSE,003,VAL ALMONORD,50,1,DEM,DEMOCRAT
GEORGIA,HEARD,US HOUSE,003,DREW FERGUSON,49,1,REP,REPUBLICAN
GEORGIA,HEARD,US HOUSE,003,WRITE-IN,51,1,W-I,W-I
GEORGIA,HEARD,US HOUSE,003,UNDERVOTE?,49,1,,undervote
GEORGIA,HEARD,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,10,1,DEM,DEMOCRAT
GEORGIA,HEARD,US PRESIDENT,FEDERAL,JO JORGENSEN,11,1,LBT,LIBERTARIAN
GEORGIA,HEARD,US PRESIDENT,FEDERAL,DONALD J. TRUMP,9,1,REP,REPUBLICAN
GEORGIA,HEARD,US PRESIDENT,FEDERAL,WRITE-IN,12,1,W-I,W-I
GEORGIA,HEARD,US PRESIDENT,FEDERAL,UNDERVOTE?,9,1,,undervote
GEORGIA,HEARD,US SENATE,GEORGIA,JON OSSOFF,16,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA,SHANE HAZEL,17,1,LBT,LIBERTARIAN
GEORGIA,HEARD,US SENATE,GEORGIA,DAVID A. PERDUE,15,1,REP,REPUBLICAN
GEORGIA,HEARD,US SENATE,GEORGIA,WRITE-IN,18,1,W-I,W-I
GEORGIA,HEARD,US SENATE,GEORGIA,UNDERVOTE?,15,1,,undervote
GEORGIA,HEARD,US SENATE,GEORGIA-III,DEBORAH JACKSON,26,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA-III,ED TARVER,35,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA-III,JAMESIA JAMES,27,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA-III,JOY FELICIA SLADE,32,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA-III,MATT LIEBERMAN,30,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,37,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,38,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,29,1,DEM,DEMOCRAT
GEORGIA,HEARD,US SENATE,GEORGIA-III,JOHN FORTUIN,22,1,GRN,GREEN
GEORGIA,HEARD,US SENATE,GEORGIA-III,AL BARTELL,19,1,IND,INDEPENDENT
GEORGIA,HEARD,US SENATE,GEORGIA-III,ALLEN BUCKLEY,20,1,IND,INDEPENDENT
GEORGIA,HEARD,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,24,1,IND,INDEPENDENT
GEORGIA,HEARD,US SENATE,GEORGIA-III,VALENCIA STOVALL,34,1,IND,INDEPENDENT
GEORGIA,HEARD,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,33,1,LBT,LIBERTARIAN
GEORGIA,HEARD,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,28,1,REP,REPUBLICAN
GEORGIA,HEARD,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,25,1,REP,REPUBLICAN
GEORGIA,HEARD,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,23,1,REP,REPUBLICAN
GEORGIA,HEARD,US SENATE,GEORGIA-III,DOUG COLLINS,21,1,REP,REPUBLICAN
GEORGIA,HEARD,US SENATE,GEORGIA-III,KANDISS TAYLOR,36,1,REP,REPUBLICAN
GEORGIA,HEARD,US SENATE,GEORGIA-III,KELLY LOEFFLER,31,1,REP,REPUBLICAN
GEORGIA,HEARD,US SENATE,GEORGIA-III,WRITE-IN,39,1,W-I,W-I
GEORGIA,HEARD,US SENATE,GEORGIA-III,UNDERVOTE?,19,1,,undervote
GEORGIA,HENRY,STATE HOUSE,073,WILLIAM HARRIS,78,1,DEM,DEMOCRAT
GEORGIA,HENRY,STATE HOUSE,073,KAREN MATHIAK,77,1,REP,REPUBLICAN
GEORGIA,HENRY,STATE HOUSE,073,WRITE-IN,79,1,W-I,W-I
GEORGIA,HENRY,STATE HOUSE,073,UNDERVOTE?,77,1,,undervote
GEORGIA,HENRY,STATE HOUSE,076,SANDRA GIVENS SCOTT,80,1,DEM,DEMOCRAT
GEORGIA,HENRY,STATE HOUSE,076,WRITE-IN,81,1,W-I,W-I
GEORGIA,HENRY,STATE HOUSE,076,UNDERVOTE?,80,1,,undervote
GEORGIA,HENRY,STATE HOUSE,078,DEMETRIUS DOUGLAS,82,1,DEM,DEMOCRAT
GEORGIA,HENRY,STATE HOUSE,078,WRITE-IN,83,1,W-I,W-I
GEORGIA,HENRY,STATE HOUSE,078,UNDERVOTE?,82,1,,undervote
GEORGIA,HENRY,STATE HOUSE,090,PAM STEPHENSON,84,1,DEM,DEMOCRAT
GEORGIA,HENRY,STATE HOUSE,090,WRITE-IN,85,1,W-I,W-I
GEORGIA,HENRY,STATE HOUSE,090,UNDERVOTE?,84,1,,undervote
GEORGIA,HENRY,STATE HOUSE,109,REGINA LEWIS-WARD,87,1,DEM,DEMOCRAT
GEORGIA,HENRY,STATE HOUSE,109,DALE RUTLEDGE,86,1,REP,REPUBLICAN
GEORGIA,HENRY,STATE HOUSE,109,WRITE-IN,88,1,W-I,W-I
GEORGIA,HENRY,STATE HOUSE,109,UNDERVOTE?,86,1,,undervote
GEORGIA,HENRY,STATE HOUSE,110,EBONY CARTER,90,1,DEM,DEMOCRAT
GEORGIA,HENRY,STATE HOUSE,110,CLINT CROWE,89,1,REP,REPUBLICAN
GEORGIA,HENRY,STATE HOUSE,110,WRITE-IN,91,1,W-I,W-I
