state,county_name,precinct,candidate,votes,office,district,party_detailed,party_simplified
NEW MEXICO,GRANT,PRECINCT 025,LUIS M TERRAZAS,142,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,GRANT,PRECINCT 026,LUIS M TERRAZAS,153,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,GRANT,PRECINCT 027,LUIS M TERRAZAS,115,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,GRANT,PRECINCT 028,LUIS M TERRAZAS,189,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,GRANT,PRECINCT 029,LUIS M TERRAZAS,191,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,GRANT,PRECINCT 032,LUIS M TERRAZAS,65,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,GRANT,PRECINCT 033,LUIS M TERRAZAS,234,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,GRANT,PRECINCT 034,LUIS M TERRAZAS,180,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,GRANT,PRECINCT 036,LUIS M TERRAZAS,211,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,SIERRA,PRECINCT 001,RODOLPHO S MARTINEZ,283,STATE HOUSE,39,DEMOCRAT,DEMOCRAT
NEW MEXICO,SIERRA,PRECINCT 001,LUIS M TERRAZAS,391,STATE HOUSE,39,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,1,JUSTIN J SALAZAR-TORREZ,262,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,2,JUSTIN J SALAZAR-TORREZ,157,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,3,JUSTIN J SALAZAR-TORREZ,140,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,4,JUSTIN J SALAZAR-TORREZ,179,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,5,JUSTIN J SALAZAR-TORREZ,220,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,7,JUSTIN J SALAZAR-TORREZ,133,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,8,JUSTIN J SALAZAR-TORREZ,386,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,9,JUSTIN J SALAZAR-TORREZ,103,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,COLFAX,1,ROGER EVAN MONTOYA,165,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,COLFAX,2,ROGER EVAN MONTOYA,161,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,COLFAX,3,ROGER EVAN MONTOYA,107,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,COLFAX,4,ROGER EVAN MONTOYA,104,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,COLFAX,5,ROGER EVAN MONTOYA,205,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,COLFAX,7,ROGER EVAN MONTOYA,77,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,COLFAX,8,ROGER EVAN MONTOYA,283,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,COLFAX,9,ROGER EVAN MONTOYA,76,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,SAN MIGUEL,PCT 009,JUSTIN J SALAZAR-TORREZ,126,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,SAN MIGUEL,PCT 010,JUSTIN J SALAZAR-TORREZ,112,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,SAN MIGUEL,PCT 012,JUSTIN J SALAZAR-TORREZ,126,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,SAN MIGUEL,PCT 023,JUSTIN J SALAZAR-TORREZ,399,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,SAN MIGUEL,PCT 024,JUSTIN J SALAZAR-TORREZ,120,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,SAN MIGUEL,PCT 009,ROGER EVAN MONTOYA,146,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,SAN MIGUEL,PCT 010,ROGER EVAN MONTOYA,235,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,SAN MIGUEL,PCT 012,ROGER EVAN MONTOYA,305,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,SAN MIGUEL,PCT 023,ROGER EVAN MONTOYA,724,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,SAN MIGUEL,PCT 024,ROGER EVAN MONTOYA,235,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 046,JUSTIN J SALAZAR-TORREZ,54,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 047,JUSTIN J SALAZAR-TORREZ,302,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 049,JUSTIN J SALAZAR-TORREZ,60,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 056,JUSTIN J SALAZAR-TORREZ,152,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 057,JUSTIN J SALAZAR-TORREZ,249,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 058,JUSTIN J SALAZAR-TORREZ,153,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 059,JUSTIN J SALAZAR-TORREZ,166,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 068,JUSTIN J SALAZAR-TORREZ,230,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 070,JUSTIN J SALAZAR-TORREZ,366,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 071,JUSTIN J SALAZAR-TORREZ,183,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 072,JUSTIN J SALAZAR-TORREZ,106,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 073,JUSTIN J SALAZAR-TORREZ,115,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 074,JUSTIN J SALAZAR-TORREZ,18,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 046,ROGER EVAN MONTOYA,81,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 047,ROGER EVAN MONTOYA,448,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 049,ROGER EVAN MONTOYA,139,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 056,ROGER EVAN MONTOYA,252,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 057,ROGER EVAN MONTOYA,362,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 058,ROGER EVAN MONTOYA,155,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 059,ROGER EVAN MONTOYA,433,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 068,ROGER EVAN MONTOYA,226,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 070,ROGER EVAN MONTOYA,310,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 071,ROGER EVAN MONTOYA,200,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 072,ROGER EVAN MONTOYA,72,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 073,ROGER EVAN MONTOYA,163,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 074,ROGER EVAN MONTOYA,117,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 001,JUSTIN J SALAZAR-TORREZ,186,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 002,JUSTIN J SALAZAR-TORREZ,144,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 003,JUSTIN J SALAZAR-TORREZ,114,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 004,JUSTIN J SALAZAR-TORREZ,90,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 005,JUSTIN J SALAZAR-TORREZ,72,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 006,JUSTIN J SALAZAR-TORREZ,61,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 007,JUSTIN J SALAZAR-TORREZ,46,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 008,JUSTIN J SALAZAR-TORREZ,87,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 009,JUSTIN J SALAZAR-TORREZ,33,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 010,JUSTIN J SALAZAR-TORREZ,65,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 011,JUSTIN J SALAZAR-TORREZ,74,STATE HOUSE,40,REPUBLICAN,REPUBLICAN
NEW MEXICO,MORA,PRECINCT 001,ROGER EVAN MONTOYA,313,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 002,ROGER EVAN MONTOYA,282,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 003,ROGER EVAN MONTOYA,126,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 004,ROGER EVAN MONTOYA,165,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 005,ROGER EVAN MONTOYA,148,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 006,ROGER EVAN MONTOYA,76,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 007,ROGER EVAN MONTOYA,97,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 008,ROGER EVAN MONTOYA,158,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 009,ROGER EVAN MONTOYA,53,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 010,ROGER EVAN MONTOYA,71,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,MORA,PRECINCT 011,ROGER EVAN MONTOYA,108,STATE HOUSE,40,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANTA FE,PRECINCT 058,SUSAN K HERRERA,427,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 003,SUSAN K HERRERA,54,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 004,SUSAN K HERRERA,444,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 010,SUSAN K HERRERA,176,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 011,SUSAN K HERRERA,233,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 012,SUSAN K HERRERA,45,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 013,SUSAN K HERRERA,57,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 014,SUSAN K HERRERA,26,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 024,SUSAN K HERRERA,169,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 025,SUSAN K HERRERA,140,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 026,SUSAN K HERRERA,364,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 027,SUSAN K HERRERA,365,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 028,SUSAN K HERRERA,127,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 035,SUSAN K HERRERA,40,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 036,SUSAN K HERRERA,382,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 037,SUSAN K HERRERA,306,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 038,SUSAN K HERRERA,610,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 039,SUSAN K HERRERA,191,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 048,SUSAN K HERRERA,389,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 060,SUSAN K HERRERA,398,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 061,SUSAN K HERRERA,213,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 062,SUSAN K HERRERA,132,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 063,SUSAN K HERRERA,481,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 064,SUSAN K HERRERA,345,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 065,SUSAN K HERRERA,424,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 066,SUSAN K HERRERA,298,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 067,SUSAN K HERRERA,407,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 069,SUSAN K HERRERA,533,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 001,SUSAN K HERRERA,311,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 009,SUSAN K HERRERA,1259,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 022,SUSAN K HERRERA,153,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 023,SUSAN K HERRERA,71,STATE HOUSE,41,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 002,KRISTINA ORTEZ,87,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 003,KRISTINA ORTEZ,62,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 004,KRISTINA ORTEZ,263,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 005,KRISTINA ORTEZ,184,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 006,KRISTINA ORTEZ,247,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 007,KRISTINA ORTEZ,102,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 008,KRISTINA ORTEZ,207,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 010,KRISTINA ORTEZ,285,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 011,KRISTINA ORTEZ,697,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 012,KRISTINA ORTEZ,901,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 013,KRISTINA ORTEZ,445,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 014,KRISTINA ORTEZ,347,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 015,KRISTINA ORTEZ,874,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 016,KRISTINA ORTEZ,404,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 017,KRISTINA ORTEZ,1082,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 018,KRISTINA ORTEZ,697,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 019,KRISTINA ORTEZ,396,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 020,KRISTINA ORTEZ,373,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 021,KRISTINA ORTEZ,370,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 024,KRISTINA ORTEZ,87,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 025,KRISTINA ORTEZ,80,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 026,KRISTINA ORTEZ,37,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 027,KRISTINA ORTEZ,173,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 028,KRISTINA ORTEZ,182,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 029,KRISTINA ORTEZ,90,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 030,KRISTINA ORTEZ,34,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 031,KRISTINA ORTEZ,32,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 032,KRISTINA ORTEZ,113,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 033,KRISTINA ORTEZ,65,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 034,KRISTINA ORTEZ,391,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 035,KRISTINA ORTEZ,713,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 036,KRISTINA ORTEZ,60,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 041,KRISTINA ORTEZ,142,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 044,KRISTINA ORTEZ,383,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 045,KRISTINA ORTEZ,210,STATE HOUSE,42,DEMOCRAT,DEMOCRAT
NEW MEXICO,TAOS,PRECINCT 002,LINDA H CALHOUN,40,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 003,LINDA H CALHOUN,50,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 004,LINDA H CALHOUN,174,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 005,LINDA H CALHOUN,164,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 006,LINDA H CALHOUN,249,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 007,LINDA H CALHOUN,302,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 008,LINDA H CALHOUN,35,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 010,LINDA H CALHOUN,66,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 011,LINDA H CALHOUN,176,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 012,LINDA H CALHOUN,260,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 013,LINDA H CALHOUN,54,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 014,LINDA H CALHOUN,100,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 015,LINDA H CALHOUN,209,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 016,LINDA H CALHOUN,100,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 017,LINDA H CALHOUN,309,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 018,LINDA H CALHOUN,238,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 019,LINDA H CALHOUN,136,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 020,LINDA H CALHOUN,108,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 021,LINDA H CALHOUN,101,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 024,LINDA H CALHOUN,35,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 025,LINDA H CALHOUN,69,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 026,LINDA H CALHOUN,28,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 027,LINDA H CALHOUN,63,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 028,LINDA H CALHOUN,72,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 029,LINDA H CALHOUN,34,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 030,LINDA H CALHOUN,6,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 032,LINDA H CALHOUN,17,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 033,LINDA H CALHOUN,43,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 034,LINDA H CALHOUN,140,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 035,LINDA H CALHOUN,191,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 041,LINDA H CALHOUN,42,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 044,LINDA H CALHOUN,83,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,TAOS,PRECINCT 045,LINDA H CALHOUN,61,STATE HOUSE,42,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 012,DAVID E HAMPTON,146,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 080,DAVID E HAMPTON,103,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 093,DAVID E HAMPTON,118,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 145,DAVID E HAMPTON,32,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANTA FE,PRECINCT 012,CHRISTINE CHANDLER,472,STATE HOUSE,43,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANTA FE,PRECINCT 080,CHRISTINE CHANDLER,269,STATE HOUSE,43,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANTA FE,PRECINCT 093,CHRISTINE CHANDLER,365,STATE HOUSE,43,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANTA FE,PRECINCT 145,CHRISTINE CHANDLER,141,STATE HOUSE,43,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 022,DAVID E HAMPTON,103,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 023,DAVID E HAMPTON,105,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,RIO ARRIBA,PREC 022,CHRISTINE CHANDLER,34,STATE HOUSE,43,DEMOCRAT,DEMOCRAT
NEW MEXICO,RIO ARRIBA,PREC 023,CHRISTINE CHANDLER,56,STATE HOUSE,43,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 007,DAVID E HAMPTON,93,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 016,DAVID E HAMPTON,75,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 017,DAVID E HAMPTON,95,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 018,DAVID E HAMPTON,142,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 021,DAVID E HAMPTON,90,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 022,DAVID E HAMPTON,150,STATE HOUSE,43,REPUBLICAN,REPUBLICAN
