state,county_name,precinct,candidate,votes,office,district,party_detailed,party_simplified
NEW MEXICO,DONA ANA,PRECINCT 012,JOHN FOREMAN,89,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 054,JOHN FOREMAN,44,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 073,JOHN FOREMAN,234,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 077,JOHN FOREMAN,178,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 080,JOHN FOREMAN,34,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 081,JOHN FOREMAN,110,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 104,JOHN FOREMAN,162,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 110,JOHN FOREMAN,211,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 114,JOHN FOREMAN,158,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 120,JOHN FOREMAN,45,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 149,JOHN FOREMAN,125,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 152,JOHN FOREMAN,279,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 153,JOHN FOREMAN,338,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 154,JOHN FOREMAN,65,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 155,JOHN FOREMAN,69,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 156,JOHN FOREMAN,57,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 157,JOHN FOREMAN,122,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 158,JOHN FOREMAN,59,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 159,JOHN FOREMAN,61,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 160,JOHN FOREMAN,54,STATE HOUSE,52,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 005,RICKY L LITTLE,140,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 006,RICKY L LITTLE,205,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 064,RICKY L LITTLE,166,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 066,RICKY L LITTLE,299,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 074,RICKY L LITTLE,218,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 075,RICKY L LITTLE,209,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 076,RICKY L LITTLE,146,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 132,RICKY L LITTLE,173,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 133,RICKY L LITTLE,172,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 134,RICKY L LITTLE,191,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 161,RICKY L LITTLE,213,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,DONA ANA,PRECINCT 005,WILLIE D MADRID,152,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 006,WILLIE D MADRID,125,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 064,WILLIE D MADRID,125,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 066,WILLIE D MADRID,258,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 074,WILLIE D MADRID,196,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 075,WILLIE D MADRID,234,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 076,WILLIE D MADRID,230,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 132,WILLIE D MADRID,182,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 133,WILLIE D MADRID,217,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 134,WILLIE D MADRID,210,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,DONA ANA,PRECINCT 161,WILLIE D MADRID,223,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 01,RICKY L LITTLE,50,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 16,RICKY L LITTLE,77,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 35,RICKY L LITTLE,589,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 41,RICKY L LITTLE,52,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 42,RICKY L LITTLE,109,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 43,RICKY L LITTLE,40,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 44,RICKY L LITTLE,87,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 45,RICKY L LITTLE,44,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 46,RICKY L LITTLE,43,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 59,RICKY L LITTLE,105,STATE HOUSE,53,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 01,WILLIE D MADRID,73,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 16,WILLIE D MADRID,43,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 35,WILLIE D MADRID,177,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 41,WILLIE D MADRID,152,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 42,WILLIE D MADRID,194,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 43,WILLIE D MADRID,80,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 44,WILLIE D MADRID,151,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 45,WILLIE D MADRID,92,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 46,WILLIE D MADRID,175,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 59,WILLIE D MADRID,75,STATE HOUSE,53,DEMOCRAT,DEMOCRAT
NEW MEXICO,EDDY,PRECINCT 02,JAMES G TOWNSEND,551,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 03,JAMES G TOWNSEND,322,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 06,JAMES G TOWNSEND,730,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 07,JAMES G TOWNSEND,1096,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 08,JAMES G TOWNSEND,551,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 09,JAMES G TOWNSEND,391,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 10,JAMES G TOWNSEND,244,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 11,JAMES G TOWNSEND,177,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 12,JAMES G TOWNSEND,67,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 13,JAMES G TOWNSEND,306,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 14,JAMES G TOWNSEND,162,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 15,JAMES G TOWNSEND,302,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 29,JAMES G TOWNSEND,34,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 30,JAMES G TOWNSEND,58,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 34,JAMES G TOWNSEND,945,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 35,JAMES G TOWNSEND,531,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 38,JAMES G TOWNSEND,93,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 39,JAMES G TOWNSEND,282,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 40,JAMES G TOWNSEND,116,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 41,JAMES G TOWNSEND,382,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,CHAVES,PRECINCT 103,JAMES G TOWNSEND,196,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,CHAVES,PRECINCT 104,JAMES G TOWNSEND,78,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 02,JAMES G TOWNSEND,17,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 03,JAMES G TOWNSEND,34,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 04,JAMES G TOWNSEND,61,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 05,JAMES G TOWNSEND,168,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 06,JAMES G TOWNSEND,138,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 07,JAMES G TOWNSEND,234,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 08,JAMES G TOWNSEND,526,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 09,JAMES G TOWNSEND,450,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 57,JAMES G TOWNSEND,449,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 58,JAMES G TOWNSEND,65,STATE HOUSE,54,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 01,CATHRYNN N BROWN,526,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 04,CATHRYNN N BROWN,874,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 05,CATHRYNN N BROWN,830,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 16,CATHRYNN N BROWN,441,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 17,CATHRYNN N BROWN,496,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 18,CATHRYNN N BROWN,475,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 19,CATHRYNN N BROWN,390,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 20,CATHRYNN N BROWN,361,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 21,CATHRYNN N BROWN,233,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 23,CATHRYNN N BROWN,348,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 25,CATHRYNN N BROWN,226,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 26,CATHRYNN N BROWN,380,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 27,CATHRYNN N BROWN,653,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 28,CATHRYNN N BROWN,731,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 32,CATHRYNN N BROWN,627,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 33,CATHRYNN N BROWN,775,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 36,CATHRYNN N BROWN,574,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 37,CATHRYNN N BROWN,729,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 42,CATHRYNN N BROWN,29,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 44,CATHRYNN N BROWN,915,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,EDDY,PRECINCT 45,CATHRYNN N BROWN,418,STATE HOUSE,55,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 10,ZACH J COOK,366,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 11,ZACH J COOK,84,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 12,ZACH J COOK,477,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 13,ZACH J COOK,298,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 14,ZACH J COOK,262,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 28,ZACH J COOK,250,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 29,ZACH J COOK,242,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 38,ZACH J COOK,85,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 51,ZACH J COOK,307,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 52,ZACH J COOK,495,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 53,ZACH J COOK,266,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 54,ZACH J COOK,336,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 55,ZACH J COOK,421,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 56,ZACH J COOK,62,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,OTERO,PRECINCT 10,LAURA L CHILDRESS,118,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 11,LAURA L CHILDRESS,275,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 12,LAURA L CHILDRESS,238,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 13,LAURA L CHILDRESS,205,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 14,LAURA L CHILDRESS,163,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 28,LAURA L CHILDRESS,89,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 29,LAURA L CHILDRESS,126,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 38,LAURA L CHILDRESS,45,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 51,LAURA L CHILDRESS,189,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 52,LAURA L CHILDRESS,239,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 53,LAURA L CHILDRESS,133,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 54,LAURA L CHILDRESS,135,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 55,LAURA L CHILDRESS,82,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,OTERO,PRECINCT 56,LAURA L CHILDRESS,158,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 006,ZACH J COOK,545,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 007,ZACH J COOK,613,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 008,ZACH J COOK,534,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 009,ZACH J COOK,535,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 010,ZACH J COOK,151,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 011,ZACH J COOK,440,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 012,ZACH J COOK,261,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 018,ZACH J COOK,97,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 021,ZACH J COOK,416,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 022,ZACH J COOK,105,STATE HOUSE,56,REPUBLICAN,REPUBLICAN
NEW MEXICO,LINCOLN,PRECINCT 006,LAURA L CHILDRESS,186,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 007,LAURA L CHILDRESS,325,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 008,LAURA L CHILDRESS,249,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 009,LAURA L CHILDRESS,339,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 010,LAURA L CHILDRESS,79,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 011,LAURA L CHILDRESS,204,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 012,LAURA L CHILDRESS,83,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 018,LAURA L CHILDRESS,63,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 021,LAURA L CHILDRESS,183,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,LINCOLN,PRECINCT 022,LAURA L CHILDRESS,45,STATE HOUSE,56,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 047,BILLIE ANN HELEAN,244,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 063,BILLIE ANN HELEAN,234,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 065,BILLIE ANN HELEAN,193,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 066,BILLIE ANN HELEAN,312,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 067,BILLIE ANN HELEAN,379,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 068,BILLIE ANN HELEAN,314,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 069,BILLIE ANN HELEAN,393,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 070,BILLIE ANN HELEAN,355,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 071,BILLIE ANN HELEAN,418,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 075,BILLIE ANN HELEAN,489,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 080,BILLIE ANN HELEAN,608,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 084,BILLIE ANN HELEAN,379,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 109,BILLIE ANN HELEAN,199,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 110,BILLIE ANN HELEAN,268,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 118,BILLIE ANN HELEAN,399,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 120,BILLIE ANN HELEAN,244,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 121,BILLIE ANN HELEAN,188,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 122,BILLIE ANN HELEAN,221,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 123,BILLIE ANN HELEAN,296,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 124,BILLIE ANN HELEAN,283,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 125,BILLIE ANN HELEAN,271,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 126,BILLIE ANN HELEAN,170,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 127,BILLIE ANN HELEAN,266,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 134,BILLIE ANN HELEAN,253,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 137,BILLIE ANN HELEAN,160,STATE HOUSE,57,DEMOCRAT,DEMOCRAT
NEW MEXICO,SANDOVAL,PCT 047,JASON CARL HARPER,314,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 063,JASON CARL HARPER,270,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 065,JASON CARL HARPER,188,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 066,JASON CARL HARPER,383,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 067,JASON CARL HARPER,365,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 068,JASON CARL HARPER,360,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 069,JASON CARL HARPER,410,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 070,JASON CARL HARPER,322,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 071,JASON CARL HARPER,359,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 075,JASON CARL HARPER,524,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 080,JASON CARL HARPER,577,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 084,JASON CARL HARPER,399,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 109,JASON CARL HARPER,279,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 110,JASON CARL HARPER,388,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 118,JASON CARL HARPER,473,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 120,JASON CARL HARPER,170,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 121,JASON CARL HARPER,209,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 122,JASON CARL HARPER,310,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 123,JASON CARL HARPER,356,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 124,JASON CARL HARPER,273,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 125,JASON CARL HARPER,329,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
NEW MEXICO,SANDOVAL,PCT 126,JASON CARL HARPER,145,STATE HOUSE,57,REPUBLICAN,REPUBLICAN
